,pitcher_name,pitcher_id,sample_size,num_pitch_types,train_acc,test_acc,best_epoch,naive_est,improvement,overfit
687,2021 Zac Gallen,2021668678,2038.0,6.0,0.5988,0.5843,16.0,0.5368,0.0475,0.014499999999999957
688,2021 Bryse Wilson,2021669060,1116.0,5.0,0.5448,0.509,17.0,0.448,0.061,0.03579999999999994
689,2021 Bruce Zimmermann,2021669145,1067.0,4.0,0.5725,0.5543,19.0,0.4208,0.1335,0.018199999999999994
690,2021 Corbin Burnes,2021669203,2519.0,6.0,0.6273,0.6317,18.0,0.5236,0.1081,-0.0044000000000000705
691,2021 Keegan Akin,2021669211,1675.0,4.0,0.6433,0.6229,14.0,0.5713,0.0516,0.020399999999999974
692,2021 Eli Morgan,2021669212,1370.0,5.0,0.5842,0.5598,19.0,0.4876,0.0722,0.02440000000000009
693,2021 Logan Gilbert,2021669302,2033.0,4.0,0.6542,0.6935,9.0,0.6134,0.0801,-0.0393
694,2021 Tarik Skubal,2021669373,2465.0,7.0,0.5465,0.5219,15.0,0.4288,0.0931,0.024599999999999955
695,2021 Trevor Rogers,2021669432,2067.0,4.0,0.671,0.648,19.0,0.5767,0.0713,0.02300000000000002
696,2021 Shane Bieber,2021669456,1532.0,5.0,0.5831,0.5352,19.0,0.3518,0.1834,0.04789999999999994
697,2021 Johan Oviedo,2021670912,1059.0,4.0,0.6423,0.5321,18.0,0.5392,-0.0071,0.11019999999999996
698,2021 Trevor Richards,2021670950,1014.0,3.0,0.6816,0.6063,18.0,0.5661,0.0402,0.07530000000000003
699,2021 Carlos Hernández,2021672578,1372.0,4.0,0.619,0.5918,16.0,0.5547,0.0371,0.027200000000000002
700,2021 Luis Patiño,2021672715,1281.0,5.0,0.6833,0.6511,19.0,0.6128,0.0383,0.032200000000000006
701,2021 Codi Heuer,2021676051,1023.0,3.0,0.631,0.6445,19.0,0.5601,0.0844,-0.013499999999999956
702,2021 Garrett Whitlock,2021676477,1066.0,4.0,0.6733,0.6517,18.0,0.5422,0.1095,0.021600000000000064
703,2021 Josh Fleming,2021676596,1573.0,5.0,0.676,0.6751,12.0,0.459,0.2161,0.0009000000000000119
704,2021 Matt Peacock,2021676840,1259.0,4.0,0.75,0.7651,14.0,0.6751,0.09,-0.015100000000000002
705,2021 Luis Garcia,2021677651,2502.0,5.0,0.5906,0.5479,19.0,0.4468,0.1011,0.04269999999999996
706,2021 Ryan Weathers,2021677960,1514.0,4.0,0.6537,0.6649,17.0,0.537,0.1279,-0.011200000000000099
707,2021 Josiah Gray,2021680686,1194.0,4.0,0.6413,0.5585,18.0,0.5184,0.0401,0.08279999999999998
708,2022 Adam Wainwright,2022425794,3039.0,6.0,0.5037,0.5092,16.0,0.3142,0.195,-0.005499999999999949
709,2022 Zack Greinke,2022425844,2139.0,6.0,0.5069,0.5271,14.0,0.3791,0.148,-0.020199999999999996
710,2022 Justin Verlander,2022434378,2463.0,4.0,0.614,0.6104,17.0,0.5051,0.1053,0.0035999999999999366
711,2022 Aníbal Sánchez,2022434671,1147.0,6.0,0.5116,0.4808,19.0,0.2764,0.2044,0.03080000000000005
712,2022 Jesse Chavez,2022445926,1119.0,5.0,0.7092,0.6821,19.0,0.5845,0.0976,0.027100000000000013
713,2022 Corey Kluber,2022446372,2445.0,5.0,0.5466,0.5,13.0,0.3427,0.1573,0.046599999999999975
714,2022 Rich Hill,2022448179,1809.0,6.0,0.6549,0.6247,16.0,0.3682,0.2565,0.030200000000000005
715,2022 Charlie Morton,2022450203,2839.0,5.0,0.5364,0.5507,13.0,0.3779,0.1728,-0.01429999999999998
716,2022 Max Scherzer,2022453286,2102.0,5.0,0.5615,0.5627,17.0,0.4543,0.1084,-0.0011999999999999789
717,2022 Johnny Cueto,2022456501,2218.0,6.0,0.4708,0.4378,18.0,0.2358,0.202,0.032999999999999974
718,2022 Lance Lynn,2022458681,1958.0,6.0,0.5456,0.4633,14.0,0.4586,0.0047,0.08229999999999998
719,2022 Carlos Carrasco,2022471911,2254.0,5.0,0.5349,0.516,18.0,0.3554,0.1606,0.018900000000000028
720,2022 David Phelps,2022475479,1074.0,5.0,0.5689,0.4796,19.0,0.2942,0.1854,0.08929999999999993
721,2022 Clayton Kershaw,2022477132,1728.0,5.0,0.6767,0.6898,13.0,0.4259,0.2639,-0.0131
722,2022 José Quintana,2022500779,2563.0,4.0,0.5447,0.5226,18.0,0.3617,0.1609,0.02210000000000001
723,2022 Mike Minor,2022501985,1673.0,5.0,0.5742,0.5203,18.0,0.413,0.1073,0.05390000000000006
724,2022 Chris Archer,2022502042,1738.0,4.0,0.6071,0.5931,15.0,0.4425,0.1506,0.014000000000000012
725,2022 Kyle Gibson,2022502043,2660.0,6.0,0.4922,0.4797,17.0,0.282,0.1977,0.012500000000000011
726,2022 Alex Cobb,2022502171,2281.0,5.0,0.6994,0.6953,17.0,0.4222,0.2731,0.0040999999999999925
727,2022 Paolo Espino,2022502179,1757.0,4.0,0.6029,0.5818,18.0,0.473,0.1088,0.021100000000000008
728,2022 Brad Boxberger,2022502202,1003.0,3.0,0.6303,0.5378,16.0,0.5553,-0.0175,0.09250000000000003
729,2022 Yu Darvish,2022506433,2839.0,6.0,0.5543,0.5563,8.0,0.4664,0.0899,-0.0020000000000000018
730,2022 Madison Bumgarner,2022518516,2564.0,6.0,0.6095,0.624,13.0,0.3612,0.2628,-0.014499999999999957
731,2022 Steve Cishek,2022518553,1097.0,4.0,0.635,0.5927,18.0,0.3756,0.2171,0.042300000000000004
732,2022 Jake Diekman,2022518617,1004.0,4.0,0.6428,0.5578,19.0,0.4333,0.1245,0.08500000000000008
733,2022 Merrill Kelly,2022518876,2869.0,6.0,0.4412,0.4652,10.0,0.3085,0.1567,-0.02400000000000002
734,2022 Matt Moore,2022519043,1165.0,3.0,0.6449,0.6404,19.0,0.4489,0.1915,0.0045000000000000595
735,2022 Hunter Strickland,2022519326,1025.0,4.0,0.6003,0.5798,18.0,0.5015,0.0783,0.020499999999999963
736,2022 Martín Pérez,2022527048,2865.0,6.0,0.5768,0.6123,12.0,0.3532,0.2591,-0.035499999999999976
737,2022 Erasmo Ramírez,2022541640,1138.0,5.0,0.6249,0.5754,19.0,0.4578,0.1176,0.04949999999999999
738,2022 Tyler Anderson,2022542881,2519.0,5.0,0.6633,0.6476,18.0,0.3815,0.2661,0.015700000000000047
739,2022 Shawn Armstrong,2022542888,1014.0,4.0,0.5882,0.4921,19.0,0.355,0.1371,0.09609999999999996
740,2022 Gerrit Cole,2022543037,3073.0,5.0,0.5122,0.5332,5.0,0.5226,0.0106,-0.02100000000000002
741,2022 Nathan Eovaldi,2022543135,1614.0,5.0,0.5372,0.4678,16.0,0.3817,0.0861,0.06940000000000002
742,2022 Sonny Gray,2022543243,1853.0,6.0,0.5817,0.5841,15.0,0.2839,0.3002,-0.0023999999999999577
743,2022 Kyle Hendricks,2022543294,1318.0,4.0,0.6113,0.6,14.0,0.3111,0.2889,0.011299999999999977
744,2022 Jordan Lyles,2022543475,2909.0,6.0,0.4975,0.478,15.0,0.3163,0.1617,0.019500000000000017
745,2022 Collin McHugh,2022543521,1019.0,4.0,0.6976,0.6314,18.0,0.4828,0.1486,0.06620000000000004
746,2022 Jake Odorizzi,2022543606,1676.0,5.0,0.6301,0.5895,18.0,0.5054,0.0841,0.04059999999999997
747,2022 Michael Lorenzen,2022547179,1496.0,6.0,0.5125,0.4572,19.0,0.2393,0.2179,0.05529999999999996
748,2022 Ross Stripling,2022548389,1928.0,5.0,0.5111,0.5726,16.0,0.3335,0.2391,-0.0615
749,2022 Zack Wheeler,2022554430,2267.0,5.0,0.5094,0.5132,15.0,0.4199,0.0933,-0.0038000000000000256
750,2022 José Ureña,2022570632,1513.0,4.0,0.6173,0.5989,19.0,0.5142,0.0847,0.018399999999999972
751,2022 Luis Cessa,2022570666,1122.0,4.0,0.56,0.4982,16.0,0.3966,0.1016,0.06180000000000008
752,2022 Patrick Corbin,2022571578,2530.0,5.0,0.6147,0.6209,18.0,0.4506,0.1703,-0.006199999999999983
753,2022 Andrew Heaney,2022571760,1120.0,3.0,0.7036,0.7464,19.0,0.6232,0.1232,-0.04279999999999995
754,2022 Drew Hutchison,2022571800,1703.0,4.0,0.556,0.4695,17.0,0.4087,0.0608,0.08650000000000008
755,2022 Miles Mikolas,2022571945,2939.0,5.0,0.466,0.4463,14.0,0.2708,0.1755,0.01970000000000005
756,2022 Dallas Keuchel,2022572971,1136.0,5.0,0.635,0.6232,19.0,0.4384,0.1848,0.011800000000000033
757,2022 Marcus Stroman,2022573186,2113.0,6.0,0.5612,0.5406,15.0,0.4042,0.1364,0.020600000000000063
758,2022 Yusei Kikuchi,2022579328,1758.0,5.0,0.692,0.6682,18.0,0.5097,0.1585,0.023799999999999932
759,2022 Kevin Gausman,2022592332,2643.0,4.0,0.6655,0.6067,17.0,0.4915,0.1152,0.05879999999999996
760,2022 Jon Gray,2022592351,1887.0,4.0,0.6346,0.5996,13.0,0.505,0.0946,0.03500000000000003
761,2022 Robbie Ray,2022592662,2926.0,5.0,0.5985,0.6189,12.0,0.3927,0.2262,-0.020399999999999974
762,2022 Adrian Sampson,2022592716,1564.0,5.0,0.4731,0.5038,13.0,0.3274,0.1764,-0.030700000000000005
763,2022 Caleb Smith,2022592761,1159.0,4.0,0.6617,0.6276,19.0,0.4513,0.1763,0.03409999999999991
764,2022 Drew Smyly,2022592767,1642.0,4.0,0.7376,0.6934,16.0,0.4294,0.264,0.04420000000000002
765,2022 Noah Syndergaard,2022592789,1971.0,7.0,0.502,0.4686,19.0,0.3201,0.1485,0.033399999999999985
766,2022 Jameson Taillon,2022592791,2620.0,6.0,0.4417,0.4718,11.0,0.3473,0.1245,-0.030100000000000016
767,2022 Vince Velasquez,2022592826,1164.0,5.0,0.5246,0.5155,17.0,0.4467,0.0688,0.009099999999999997
768,2022 Taijuan Walker,2022592836,2351.0,6.0,0.5145,0.5136,14.0,0.2977,0.2159,0.0009000000000000119
769,2022 Rowan Wick,2022592858,1024.0,6.0,0.6302,0.5898,16.0,0.5635,0.0263,0.04039999999999999
770,2022 Trevor Williams,2022592866,1299.0,5.0,0.5749,0.5908,18.0,0.5235,0.0673,-0.015900000000000025
771,2022 Frankie Montas,2022593423,2267.0,5.0,0.5141,0.5026,16.0,0.2814,0.2212,0.011499999999999955
772,2022 Eduardo Rodriguez,2022593958,1331.0,5.0,0.5852,0.5856,19.0,0.3666,0.219,-0.00039999999999995595
773,2022 Marco Gonzales,2022594835,2576.0,4.0,0.5963,0.5947,13.0,0.3672,0.2275,0.0016000000000000458
774,2022 Tyler Beede,2022595881,1045.0,5.0,0.5581,0.4542,19.0,0.266,0.1882,0.10390000000000005
775,2022 Jakob Junis,2022596001,1774.0,5.0,0.609,0.5676,16.0,0.5045,0.0631,0.04139999999999999
776,2022 Austin Gomber,2022596295,1966.0,5.0,0.5712,0.5894,17.0,0.4095,0.1799,-0.018199999999999994
777,2022 Nick Pivetta,2022601713,2893.0,6.0,0.5703,0.6008,12.0,0.5054,0.0954,-0.03049999999999997
778,2022 Scott Barlow,2022605130,1143.0,4.0,0.5998,0.5734,14.0,0.4479,0.1255,0.02639999999999998
779,2022 Chris Bassitt,2022605135,2786.0,7.0,0.5213,0.5222,18.0,0.3385,0.1837,-0.0009000000000000119
780,2022 Dylan Bundy,2022605164,2143.0,5.0,0.57,0.5336,18.0,0.3957,0.1379,0.03639999999999999
781,2022 Mike Clevinger,2022605182,1845.0,6.0,0.4584,0.4654,10.0,0.3675,0.0979,-0.007000000000000006
782,2022 Zach Davies,2022605200,2219.0,6.0,0.6647,0.6252,16.0,0.4917,0.1335,0.03949999999999998
783,2022 Adrian Houser,2022605288,1792.0,5.0,0.5878,0.5603,19.0,0.4794,0.0809,0.02749999999999997
784,2022 Jorge López,2022605347,1062.0,5.0,0.6143,0.5677,18.0,0.5,0.0677,0.046599999999999975
785,2022 Joe Musgrove,2022605397,2695.0,6.0,0.4354,0.4318,12.0,0.2482,0.1836,0.003599999999999992
786,2022 Aaron Nola,2022605400,2912.0,5.0,0.4647,0.4574,11.0,0.3362,0.1212,0.007300000000000029
787,2022 Blake Snell,2022605483,2225.0,4.0,0.6163,0.6715,10.0,0.5537,0.1178,-0.05520000000000003
788,2022 Jeffrey Springs,2022605488,2057.0,4.0,0.6239,0.6097,19.0,0.404,0.2057,0.01419999999999999
789,2022 Zach Thompson,2022605507,1979.0,5.0,0.5061,0.5051,17.0,0.335,0.1701,0.0010000000000000009
790,2022 Brandon Woodruff,2022605540,2302.0,5.0,0.5041,0.474,19.0,0.3784,0.0956,0.030100000000000016
791,2022 Rafael Montero,2022606160,1031.0,4.0,0.6714,0.6667,19.0,0.452,0.2147,0.0047000000000000375
792,2022 Carlos Rodón,2022607074,2829.0,4.0,0.6902,0.7006,12.0,0.6119,0.0887,-0.010399999999999965
793,2022 Erick Fedde,2022607200,2250.0,4.0,0.5951,0.5897,14.0,0.4013,0.1884,0.00539999999999996
794,2022 Nick Martinez,2022607259,1636.0,5.0,0.4637,0.4523,10.0,0.2653,0.187,0.011400000000000021
795,2022 Kyle Freeland,2022607536,2753.0,5.0,0.5233,0.5312,12.0,0.2401,0.2911,-0.007900000000000018
796,2022 Seth Lugo,2022607625,1033.0,5.0,0.5375,0.4865,17.0,0.3379,0.1486,0.05099999999999999
797,2022 Chase De Jong,2022608328,1121.0,6.0,0.5631,0.5302,12.0,0.4665,0.0637,0.03290000000000004
798,2022 Max Fried,2022608331,2720.0,5.0,0.5539,0.5397,18.0,0.3243,0.2154,0.01419999999999999
799,2022 Lucas Giolito,2022608337,2608.0,4.0,0.545,0.5322,10.0,0.477,0.0552,0.012800000000000034
800,2022 Cole Irvin,2022608344,2503.0,5.0,0.5487,0.5288,16.0,0.3704,0.1584,0.019899999999999918
801,2022 Michael Wacha,2022608379,1820.0,5.0,0.5399,0.5033,15.0,0.3324,0.1709,0.03660000000000008
802,2022 Germán Márquez,2022608566,2757.0,5.0,0.4765,0.5203,10.0,0.2992,0.2211,-0.043800000000000006
803,2022 Chris Stratton,2022608717,1004.0,5.0,0.5697,0.4422,19.0,0.4283,0.0139,0.1275
804,2022 Austin Voth,2022608723,1722.0,5.0,0.5809,0.5383,19.0,0.4123,0.126,0.04259999999999997
805,2022 Cal Quantrill,2022615698,2785.0,6.0,0.6092,0.5911,16.0,0.4488,0.1423,0.018100000000000005
806,2022 James Kaprielian,2022621076,2201.0,5.0,0.543,0.5336,16.0,0.4871,0.0465,0.009400000000000075
807,2022 Zach Eflin,2022621107,1109.0,6.0,0.5475,0.5612,18.0,0.4022,0.159,-0.013700000000000045
808,2022 Walker Buehler,2022621111,1007.0,6.0,0.547,0.4524,19.0,0.3386,0.1138,0.09460000000000002
809,2022 Paul Blackburn,2022621112,1734.0,6.0,0.5369,0.5207,18.0,0.3391,0.1816,0.016199999999999992
810,2022 José Berríos,2022621244,2556.0,4.0,0.5775,0.5477,19.0,0.3095,0.2382,0.02980000000000005
811,2022 A. J. Minter,2022621345,1058.0,3.0,0.6974,0.6189,19.0,0.4981,0.1208,0.07850000000000001
812,2022 Taylor Hearn,2022621368,1718.0,5.0,0.58,0.6302,13.0,0.4796,0.1506,-0.05020000000000002
813,2022 Alex Wood,2022622072,2171.0,3.0,0.6456,0.6483,15.0,0.4565,0.1918,-0.0027000000000000357
814,2022 Luis Castillo,2022622491,2357.0,4.0,0.4697,0.4593,17.0,0.328,0.1313,0.01040000000000002
815,2022 Antonio Senzatela,2022622608,1512.0,5.0,0.5908,0.6217,15.0,0.5437,0.078,-0.03090000000000004
816,2022 Luis Severino,2022622663,1419.0,5.0,0.5799,0.5549,17.0,0.4778,0.0771,0.025000000000000022
817,2022 Elieser Hernández,2022622694,1007.0,4.0,0.6119,0.5357,19.0,0.424,0.1117,0.07620000000000005
818,2022 Chris Flexen,2022623167,2035.0,6.0,0.5623,0.5599,15.0,0.3951,0.1648,0.0024000000000000687
819,2022 Ranger Suárez,2022624133,2412.0,6.0,0.6114,0.6335,18.0,0.4022,0.2313,-0.022099999999999898
820,2022 Keegan Thompson,2022624522,1790.0,6.0,0.5253,0.5357,10.0,0.4693,0.0664,-0.010399999999999965
821,2022 Julio Urías,2022628711,2472.0,3.0,0.6176,0.6375,12.0,0.4951,0.1424,-0.019899999999999918
822,2022 Wil Crowe,2022640444,1309.0,5.0,0.577,0.5762,18.0,0.3117,0.2645,0.0007999999999999119
823,2022 Sean Manaea,2022640455,2343.0,5.0,0.6727,0.6263,17.0,0.5117,0.1146,0.0464
824,2022 A. J. Puk,2022640462,1012.0,4.0,0.6469,0.6996,19.0,0.4417,0.2579,-0.05269999999999997
825,2022 Pablo López,2022641154,2843.0,6.0,0.546,0.5105,17.0,0.3887,0.1218,0.03550000000000009
826,2022 Tyler Alexander,2022641302,1461.0,5.0,0.5982,0.5219,17.0,0.2772,0.2447,0.07629999999999992
827,2022 Bryan Baker,2022641329,1064.0,3.0,0.614,0.6278,19.0,0.5648,0.063,-0.013800000000000034
828,2022 Nestor Cortes,2022641482,2380.0,6.0,0.6331,0.6017,15.0,0.4374,0.1643,0.031399999999999983
829,2022 Dane Dunning,2022641540,2523.0,6.0,0.5946,0.5372,19.0,0.3991,0.1381,0.05740000000000001
830,2022 Dakota Hudson,2022641712,2159.0,5.0,0.4818,0.4741,11.0,0.3553,0.1188,0.007699999999999985
831,2022 Brad Keller,2022641745,2225.0,5.0,0.53,0.544,11.0,0.3555,0.1885,-0.014000000000000012
832,2022 Chad Kuhl,2022641771,2306.0,5.0,0.6061,0.6291,19.0,0.4245,0.2046,-0.02300000000000002
833,2022 Eric Lauer,2022641778,2466.0,5.0,0.5928,0.6045,18.0,0.4339,0.1706,-0.011700000000000044
834,2022 Tyler Mahle,2022641816,2026.0,4.0,0.6142,0.6114,18.0,0.5197,0.0917,0.0027999999999999137
835,2022 Emilio Pagán,2022641941,1054.0,5.0,0.6392,0.6591,15.0,0.5028,0.1563,-0.01990000000000003
836,2022 Ryan Yarbrough,2022642232,1304.0,4.0,0.6564,0.6933,19.0,0.2998,0.3935,-0.036900000000000044
837,2022 Jaime Barria,2022642545,1015.0,4.0,0.6294,0.5236,19.0,0.466,0.0576,0.1058
838,2022 Freddy Peralta,2022642547,1317.0,4.0,0.5633,0.597,14.0,0.5475,0.0495,-0.03369999999999995
839,2022 Griffin Jax,2022643377,1033.0,4.0,0.624,0.5946,16.0,0.4714,0.1232,0.02939999999999998
840,2022 Mark Leiter,2022643410,1026.0,6.0,0.5202,0.5292,18.0,0.229,0.3002,-0.009000000000000008
841,2022 Tyler Rogers,2022643511,1122.0,3.0,0.6956,0.6477,19.0,0.5196,0.1281,0.04789999999999994
842,2022 Sandy Alcantara,2022645261,3125.0,5.0,0.4776,0.4821,8.0,0.2742,0.2079,-0.0044999999999999485
843,2022 Aaron Civale,2022650644,1439.0,6.0,0.6052,0.5806,17.0,0.3509,0.2297,0.024599999999999955
844,2022 Brock Burke,2022656271,1257.0,4.0,0.6911,0.6857,18.0,0.6309,0.0548,0.005400000000000071
845,2022 Dylan Cease,2022656302,3035.0,5.0,0.5637,0.5665,19.0,0.4283,0.1382,-0.0028000000000000247
846,2022 Austin Davis,2022656354,1065.0,5.0,0.6541,0.6479,19.0,0.4225,0.2254,0.006199999999999983
847,2022 Mitch Keller,2022656605,2506.0,5.0,0.4939,0.5136,15.0,0.3304,0.1832,-0.01969999999999994
848,2022 Michael Kopech,2022656629,1936.0,4.0,0.6556,0.6798,16.0,0.6152,0.0646,-0.0242
849,2022 Jordan Montgomery,2022656756,2641.0,5.0,0.5566,0.5356,8.0,0.3499,0.1857,0.02100000000000002
850,2022 Nick Nelson,2022656793,1177.0,4.0,0.61,0.6034,19.0,0.4257,0.1777,0.006599999999999939
851,2022 David Peterson,2022656849,1828.0,5.0,0.6083,0.6018,19.0,0.3818,0.22,0.00649999999999995
852,2022 Drew Rasmussen,2022656876,2139.0,5.0,0.5405,0.5271,16.0,0.3558,0.1713,0.013399999999999967
853,2022 Tanner Scott,2022656945,1132.0,2.0,0.7232,0.6784,19.0,0.6184,0.06,0.04479999999999995
854,2022 Devin Smeltzer,2022656970,1082.0,6.0,0.6165,0.5203,19.0,0.39,0.1303,0.09620000000000006
855,2022 Justin Steele,2022657006,1954.0,5.0,0.6785,0.6871,16.0,0.5655,0.1216,-0.008600000000000052
856,2022 Spenser Watkins,2022657093,1551.0,6.0,0.5211,0.5284,18.0,0.3888,0.1396,-0.007299999999999973
857,2022 Kyle Wright,2022657140,2670.0,5.0,0.534,0.5045,15.0,0.3404,0.1641,0.02950000000000008
858,2022 Glenn Otto,2022657248,2085.0,5.0,0.5208,0.5057,19.0,0.2734,0.2323,0.015100000000000002
859,2022 Logan Webb,2022657277,2951.0,4.0,0.5572,0.542,12.0,0.3311,0.2109,0.015199999999999991
860,2022 Joe Ryan,2022657746,2275.0,5.0,0.6354,0.6063,19.0,0.5987,0.0076,0.029100000000000015
861,2022 Shohei Ohtani,2022660271,2502.0,6.0,0.5528,0.5655,19.0,0.3969,0.1686,-0.012700000000000045
862,2022 José Suarez,2022660761,1746.0,5.0,0.5691,0.5606,12.0,0.3402,0.2204,0.008500000000000063
863,2022 Ryan Feltner,2022663372,1499.0,5.0,0.5036,0.4933,16.0,0.3616,0.1317,0.010300000000000031
864,2022 Konnor Pilkington,2022663455,1012.0,5.0,0.6588,0.6798,16.0,0.6334,0.0464,-0.020999999999999908
865,2022 Kris Bubic,2022663460,2187.0,3.0,0.6293,0.6069,16.0,0.5075,0.0994,0.022399999999999975
866,2022 Triston McKenzie,2022663474,2609.0,3.0,0.5854,0.6141,7.0,0.5596,0.0545,-0.028699999999999948
867,2022 Shane McClanahan,2022663556,2409.0,4.0,0.5526,0.5572,16.0,0.3533,0.2039,-0.0046000000000000485
868,2022 Bailey Falter,2022663559,1264.0,5.0,0.5496,0.5728,16.0,0.3204,0.2524,-0.0232
869,2022 Daniel Lynch,2022663738,2246.0,5.0,0.5534,0.5409,19.0,0.4305,0.1104,0.012499999999999956
870,2022 Patrick Sandoval,2022663776,2321.0,5.0,0.5764,0.5783,14.0,0.2994,0.2789,-0.0019000000000000128
871,2022 Brady Singer,2022663903,2348.0,4.0,0.6485,0.644,18.0,0.5396,0.1044,0.0044999999999999485
872,2022 Tony Gonsolin,2022664062,1905.0,4.0,0.6127,0.5891,15.0,0.3906,0.1985,0.023600000000000065
873,2022 JT Brubaker,2022664141,2297.0,5.0,0.5627,0.5374,19.0,0.4179,0.1195,0.02529999999999999
874,2022 Framber Valdez,2022664285,2873.0,5.0,0.6825,0.7024,8.0,0.4936,0.2088,-0.01990000000000003
875,2022 Cristian Javier,2022664299,2466.0,4.0,0.6414,0.6645,15.0,0.5965,0.068,-0.02310000000000001
876,2022 José Urquidy,2022664353,2534.0,5.0,0.5774,0.5852,10.0,0.528,0.0572,-0.007800000000000029
877,2022 Dean Kremer,2022665152,1801.0,5.0,0.4859,0.5011,15.0,0.3326,0.1685,-0.015199999999999991
878,2022 Edward Cabrera,2022665795,1186.0,5.0,0.5298,0.5017,16.0,0.3229,0.1788,0.028100000000000014
879,2022 Ian Anderson,2022666120,1947.0,3.0,0.5932,0.6386,14.0,0.4818,0.1568,-0.045399999999999996
880,2022 Braxton Garrett,2022666129,1317.0,6.0,0.5481,0.503,18.0,0.328,0.175,0.04510000000000003
881,2022 Nick Lodolo,2022666157,1634.0,4.0,0.5984,0.5795,14.0,0.3397,0.2398,0.018900000000000028
882,2022 Jesús Luzardo,2022666200,1487.0,4.0,0.5785,0.5108,19.0,0.3006,0.2102,0.06769999999999998
883,2022 Alek Manoah,2022666201,2893.0,4.0,0.4869,0.4862,10.0,0.3585,0.1277,0.0006999999999999784
884,2022 Camilo Doval,2022666808,1009.0,3.0,0.6521,0.6482,17.0,0.4163,0.2319,0.0039000000000000146
885,2022 Zach Plesac,2022668676,2097.0,5.0,0.5604,0.5467,12.0,0.4292,0.1175,0.013700000000000045
886,2022 Zac Gallen,2022668678,2722.0,6.0,0.5458,0.5844,9.0,0.482,0.1024,-0.03860000000000008
887,2022 Hunter Greene,2022668881,1995.0,3.0,0.643,0.6232,19.0,0.5333,0.0899,0.01980000000000004
888,2022 Graham Ashcraft,2022668933,1567.0,4.0,0.6196,0.5663,14.0,0.4984,0.0679,0.053300000000000014
889,2022 MacKenzie Gore,2022669022,1211.0,4.0,0.6388,0.6832,13.0,0.6078,0.0754,-0.044399999999999995
890,2022 Bryse Wilson,2022669060,1698.0,7.0,0.4886,0.4941,17.0,0.3292,0.1649,-0.005500000000000005
891,2022 Bruce Zimmermann,2022669145,1130.0,5.0,0.5502,0.4382,17.0,0.2938,0.1444,0.11200000000000004
892,2022 Jonathan Heasley,2022669169,1663.0,5.0,0.5132,0.5,17.0,0.4606,0.0394,0.01319999999999999
893,2022 Corbin Burnes,2022669203,3161.0,6.0,0.6418,0.6195,17.0,0.5552,0.0643,0.022299999999999986
894,2022 Keegan Akin,2022669211,1142.0,4.0,0.6273,0.5874,12.0,0.5254,0.062,0.039899999999999936
895,2022 Logan Gilbert,2022669302,2898.0,5.0,0.5812,0.629,11.0,0.54,0.089,-0.047799999999999954
896,2022 Tyler Wells,2022669330,1620.0,5.0,0.5745,0.5136,19.0,0.4185,0.0951,0.060900000000000065
897,2022 Tarik Skubal,2022669373,1818.0,5.0,0.5847,0.5516,19.0,0.3108,0.2408,0.03310000000000002
898,2022 Dylan Coleman,2022669395,1117.0,3.0,0.7121,0.6929,19.0,0.5658,0.1271,0.019199999999999995
899,2022 Trevor Rogers,2022669432,1873.0,4.0,0.646,0.6183,15.0,0.528,0.0903,0.027700000000000058
900,2022 Shane Bieber,2022669456,2838.0,5.0,0.5799,0.5465,14.0,0.3443,0.2022,0.033399999999999985
901,2022 Andre Pallante,2022669467,1635.0,5.0,0.5498,0.6088,7.0,0.5456,0.0632,-0.05900000000000005
902,2022 Jason Alexander,2022669920,1160.0,4.0,0.6207,0.6103,17.0,0.5672,0.0431,0.010400000000000076
903,2022 George Kirby,2022669923,1913.0,7.0,0.4944,0.5157,15.0,0.4475,0.0682,-0.02130000000000004
904,2022 Mitch White,2022669952,1576.0,5.0,0.6108,0.5381,14.0,0.4505,0.0876,0.07269999999999999
905,2022 Adam Oller,2022670124,1245.0,6.0,0.4866,0.516,17.0,0.3269,0.1891,-0.029400000000000037
906,2022 Josh Winckowski,2022670174,1185.0,5.0,0.5529,0.4747,17.0,0.3586,0.1161,0.07819999999999994
907,2022 Trevor Richards,2022670950,1131.0,3.0,0.6851,0.583,19.0,0.4385,0.1445,0.10210000000000008
908,2022 Reid Detmers,2022672282,2086.0,5.0,0.5518,0.569,10.0,0.4434,0.1256,-0.017199999999999993
909,2022 Roansy Contreras,2022672710,1530.0,4.0,0.5815,0.5692,17.0,0.4797,0.0895,0.012299999999999978
910,2022 Joan Adon,2022672851,1183.0,5.0,0.7125,0.6926,19.0,0.6602,0.0324,0.01990000000000003
911,2022 Spencer Strider,2022675911,2151.0,3.0,0.6863,0.71,6.0,0.6699,0.0401,-0.023699999999999943
912,2022 Garrett Whitlock,2022676477,1119.0,4.0,0.6758,0.65,19.0,0.5925,0.0575,0.025799999999999934
913,2022 JP Sears,2022676664,1050.0,4.0,0.6493,0.6388,17.0,0.5648,0.074,0.010499999999999954
914,2022 Will Vest,2022676684,1017.0,4.0,0.6706,0.5843,18.0,0.5556,0.0287,0.08629999999999993
915,2022 Kutter Crawford,2022676710,1228.0,6.0,0.5613,0.5016,19.0,0.3811,0.1205,0.059699999999999975
916,2022 Aaron Ashby,2022676879,1814.0,5.0,0.6051,0.5925,16.0,0.339,0.2535,0.012599999999999945
917,2022 Luis Garcia,2022677651,2422.0,6.0,0.5292,0.5132,12.0,0.4187,0.0945,0.016000000000000014
